trialNum,participantId,prevUserX,prevUserY,curCenterX,curCenterY,width,time,success
158,2,122,190,257.5,327.5,52,1192,1
159,2,259,328,257.5,257.5,52,1398,1
1,3,255,116,117.5,187.5,52,650,1
2,3,125,179,257.5,327.5,52,661,1
3,3,240,316,327.5,187.5,52,899,1
4,3,323,200,187.5,327.5,52,910,1
5,3,200,323,117.5,257.5,52,591,1
6,3,118,266,117.5,327.5,52,540,1
7,3,114,329,327.5,117.5,52,769,1
8,3,325,123,257.5,187.5,52,631,1
9,3,264,185,117.5,257.5,52,749,1
10,3,127,248,257.5,117.5,52,781,1
11,3,251,122,117.5,187.5,52,739,1
12,3,128,182,117.5,117.5,52,591,1
13,3,128,112,327.5,257.5,52,880,1
14,3,321,262,187.5,117.5,52,680,1
15,3,193,105,327.5,117.5,52,649,1
16,3,316,126,117.5,327.5,52,760,1
17,3,123,319,187.5,187.5,52,742,1
18,3,198,199,187.5,257.5,52,689,1
19,3,194,257,327.5,117.5,52,709,1
20,3,328,113,257.5,117.5,52,582,1
21,3,273,115,187.5,327.5,52,967,1
22,3,189,312,187.5,327.5,52,363,1
23,3,189,312,327.5,187.5,52,758,1
24,3,329,195,257.5,327.5,52,620,1
25,3,261,317,327.5,257.5,52,610,1
26,3,322,260,327.5,327.5,52,500,1
27,3,323,323,187.5,257.5,52,1021,1
28,3,198,257,327.5,117.5,52,779,1
29,3,330,125,117.5,117.5,52,720,1
30,3,119,117,117.5,327.5,52,710,1
31,3,117,329,327.5,117.5,52,782,1
32,3,325,127,187.5,187.5,52,610,1
33,3,181,196,187.5,257.5,52,620,1
34,3,181,240,117.5,187.5,52,778,1
35,3,123,193,327.5,327.5,52,960,1
36,3,334,325,117.5,187.5,52,792,1
37,3,131,197,257.5,257.5,52,568,1
38,3,239,251,327.5,257.5,52,569,1
39,3,324,262,327.5,327.5,52,511,1
40,3,327,330,117.5,117.5,52,802,1
41,3,120,127,117.5,327.5,52,748,1
42,3,112,322,117.5,327.5,52,480,1
43,3,112,322,257.5,187.5,52,791,1
44,3,252,188,327.5,257.5,52,880,0
45,3,346,262,257.5,117.5,52,890,1
46,3,264,116,187.5,257.5,52,1299,1
47,3,185,244,257.5,187.5,52,571,1
48,3,263,184,257.5,257.5,52,610,1
49,3,263,266,187.5,117.5,52,831,1
50,3,186,119,117.5,327.5,52,917,1
51,3,118,316,187.5,327.5,52,723,1
52,3,190,319,327.5,117.5,52,1059,1
53,3,328,128,327.5,187.5,52,519,1
54,3,327,195,257.5,117.5,52,781,1
55,3,250,102,257.5,327.5,52,931,1
56,3,255,315,117.5,187.5,52,629,1
57,3,111,177,257.5,327.5,52,921,1
58,3,246,319,117.5,117.5,52,830,1
59,3,108,104,117.5,327.5,52,809,1
60,3,110,326,327.5,257.5,52,831,1
61,3,311,270,187.5,327.5,52,780,1
62,3,198,335,117.5,187.5,52,790,1
63,3,115,174,187.5,327.5,52,818,1
64,3,178,319,327.5,117.5,52,762,1
65,3,330,123,327.5,327.5,52,719,1
66,3,331,318,187.5,117.5,52,788,1
67,3,192,123,327.5,257.5,52,612,1
68,3,319,230,117.5,257.5,52,701,1
69,3,107,252,257.5,257.5,52,1059,1
70,3,243,267,257.5,257.5,52,501,1
71,3,244,267,257.5,187.5,52,580,1
72,3,258,191,117.5,117.5,52,797,1
73,3,120,122,327.5,257.5,52,922,1
74,3,328,245,327.5,327.5,52,1221,1
75,3,336,338,117.5,117.5,52,1040,1
76,3,115,105,117.5,117.5,52,409,1
77,3,115,105,117.5,187.5,52,670,1
78,3,120,180,187.5,327.5,52,801,1
79,3,191,325,187.5,257.5,52,569,1
80,3,186,260,257.5,117.5,52,768,1
81,3,256,123,257.5,187.5,52,553,1
82,3,261,177,327.5,187.5,52,589,1
83,3,328,193,257.5,187.5,52,580,1
84,3,260,185,327.5,187.5,52,579,1
85,3,323,188,327.5,187.5,52,501,1
86,3,323,188,187.5,117.5,52,810,1
87,3,198,124,257.5,187.5,52,580,1
88,3,259,180,117.5,257.5,52,809,1
89,3,117,249,257.5,257.5,52,721,1
90,3,248,254,187.5,117.5,52,751,1
91,3,177,110,327.5,187.5,52,738,1
92,3,323,179,257.5,327.5,52,871,1
93,3,252,337,187.5,117.5,52,680,1
94,3,196,106,187.5,257.5,52,719,1
95,3,189,248,327.5,327.5,52,752,1
96,3,326,322,117.5,327.5,52,908,1
97,3,125,328,187.5,117.5,52,951,1
98,3,187,118,327.5,327.5,52,919,1
99,3,331,320,117.5,257.5,52,721,1
100,3,108,246,257.5,187.5,52,650,1
101,3,251,193,117.5,257.5,52,669,1
102,3,127,245,257.5,257.5,52,611,1
103,3,249,261,117.5,187.5,52,1250,1
104,3,116,193,187.5,117.5,52,831,1
105,3,184,126,187.5,117.5,52,429,1
106,3,184,126,257.5,187.5,52,629,1
107,3,244,177,327.5,257.5,52,681,1
108,3,322,259,257.5,257.5,52,530,1
109,3,252,257,187.5,327.5,52,669,1
110,3,192,318,187.5,257.5,52,560,1
111,3,191,252,327.5,327.5,52,730,1
112,3,335,320,327.5,117.5,52,769,1
113,3,326,113,257.5,327.5,52,792,1
114,3,248,323,257.5,327.5,52,381,1
115,3,248,323,117.5,187.5,52,780,1
116,3,112,179,187.5,327.5,52,828,1
117,3,188,310,117.5,327.5,52,632,1
118,3,121,305,117.5,117.5,52,969,1
119,3,118,121,187.5,187.5,52,570,1
120,3,191,179,257.5,327.5,52,871,1
121,3,260,321,257.5,257.5,52,588,1
122,3,267,243,117.5,257.5,52,561,1
123,3,128,256,117.5,187.5,52,601,1
124,3,127,185,117.5,327.5,52,658,1
125,3,121,319,187.5,187.5,52,560,1
126,3,196,196,187.5,187.5,52,392,1
127,3,196,196,327.5,117.5,52,738,1
128,3,321,121,187.5,187.5,52,671,1
129,3,195,181,327.5,327.5,52,771,1
130,3,318,325,187.5,257.5,52,657,1
131,3,187,247,187.5,257.5,52,502,1
132,3,187,247,117.5,257.5,52,719,1
133,3,132,251,257.5,257.5,52,1002,1
134,3,263,263,257.5,117.5,52,710,1
135,3,259,109,327.5,117.5,52,559,1
136,3,328,115,117.5,117.5,52,670,1
137,3,116,109,187.5,187.5,52,589,1
138,3,181,178,327.5,257.5,52,902,1
139,3,330,251,257.5,117.5,52,889,1
140,3,270,128,257.5,257.5,52,671,1
141,3,259,267,257.5,117.5,52,849,1
142,3,257,122,257.5,187.5,52,601,1
143,3,257,173,117.5,117.5,52,669,1
144,3,110,109,187.5,117.5,52,640,1
145,3,172,122,187.5,187.5,52,571,1
146,3,183,199,327.5,257.5,52,859,1
147,3,330,265,327.5,187.5,52,710,1
148,3,328,189,187.5,187.5,52,669,1
149,3,192,184,257.5,117.5,52,712,1
150,3,259,127,327.5,187.5,52,678,1
151,3,331,202,327.5,187.5,52,472,1
152,3,331,202,257.5,327.5,52,690,1
153,3,256,325,187.5,327.5,52,588,1
154,3,185,328,187.5,257.5,52,692,1
155,3,186,252,187.5,187.5,52,648,1
156,3,190,179,117.5,257.5,52,721,1
157,3,116,250,117.5,257.5,52,361,1
158,3,116,250,257.5,327.5,52,929,1
159,3,242,315,327.5,327.5,52,810,1
1,4,262,113,257.5,257.5,52,870,1
2,4,251,258,117.5,257.5,52,900,1
3,4,94,242,117.5,257.5,52,671,1
4,4,94,242,187.5,327.5,52,810,1
5,4,182,316,327.5,257.5,52,1000,1
6,4,330,259,257.5,187.5,52,769,1
7,4,252,182,187.5,117.5,52,850,1
8,4,188,118,257.5,187.5,52,770,1
9,4,255,175,257.5,257.5,52,809,1
10,4,259,262,187.5,257.5,52,771,1
11,4,177,253,117.5,187.5,52,781,1
12,4,122,201,257.5,117.5,52,1419,1
13,4,257,127,327.5,187.5,52,900,1
14,4,330,180,257.5,257.5,52,790,1
15,4,268,252,187.5,327.5,52,870,1
16,4,194,305,327.5,327.5,52,872,1
17,4,333,339,257.5,327.5,52,739,1
18,4,258,328,187.5,327.5,52,869,1
19,4,167,328,117.5,327.5,52,760,1
20,4,108,327,187.5,187.5,52,862,1
21,4,185,204,327.5,187.5,52,998,1
22,4,333,189,327.5,187.5,52,420,1
23,4,333,189,327.5,187.5,52,1549,1
24,4,335,180,257.5,117.5,52,822,1
25,4,258,113,257.5,187.5,52,679,1
26,4,253,191,327.5,117.5,52,1361,1
27,4,338,111,187.5,117.5,52,1089,1
28,4,196,112,257.5,117.5,52,1311,1
29,4,257,121,187.5,187.5,52,750,1
30,4,200,176,187.5,327.5,52,830,1
31,4,184,330,187.5,257.5,52,759,1
32,4,190,252,257.5,327.5,52,810,1
33,4,251,315,257.5,327.5,52,459,1
34,4,251,315,187.5,187.5,52,880,1
35,4,187,201,327.5,117.5,52,1140,1
36,4,333,114,327.5,187.5,52,1282,1
37,4,326,193,327.5,257.5,52,910,1
38,4,321,266,327.5,187.5,52,850,1
39,4,337,181,327.5,327.5,52,869,1
40,4,333,324,327.5,187.5,52,819,1
41,4,340,180,257.5,257.5,52,912,1
42,4,263,242,327.5,327.5,52,820,1
43,4,322,323,117.5,327.5,52,800,1
44,4,117,328,257.5,257.5,52,978,1
45,4,257,254,117.5,187.5,52,1032,1
46,4,121,173,187.5,257.5,52,760,1
47,4,198,263,257.5,117.5,52,691,1
48,4,266,123,257.5,187.5,52,779,1
49,4,256,199,327.5,327.5,52,849,1
50,4,337,313,327.5,117.5,52,791,1
51,4,337,106,327.5,257.5,52,780,1
52,4,326,259,117.5,117.5,52,829,1
53,4,114,108,327.5,327.5,52,961,1
54,4,321,321,117.5,327.5,52,770,1
55,4,118,318,187.5,187.5,52,719,1
56,4,184,168,117.5,327.5,52,862,1
57,4,127,321,117.5,187.5,52,929,1
58,4,122,177,187.5,187.5,52,680,1
59,4,202,179,117.5,257.5,52,940,1
60,4,133,254,257.5,257.5,52,860,1
61,4,272,267,257.5,327.5,52,700,1
62,4,260,332,327.5,327.5,52,1020,1
63,4,329,334,257.5,187.5,52,729,1
64,4,262,200,327.5,257.5,52,701,1
65,4,332,262,117.5,257.5,52,780,1
66,4,131,249,117.5,187.5,52,610,1
67,4,123,183,257.5,257.5,52,741,1
68,4,260,252,257.5,117.5,52,770,1
69,4,253,128,257.5,327.5,52,759,1
70,4,252,338,187.5,117.5,52,769,1
71,4,194,130,187.5,117.5,52,512,1
72,4,194,130,117.5,257.5,52,970,1
73,4,126,264,257.5,187.5,52,669,1
74,4,254,201,327.5,187.5,52,921,1
75,4,329,192,187.5,327.5,52,809,1
76,4,189,321,257.5,257.5,52,661,1
77,4,255,260,117.5,187.5,52,819,1
78,4,124,184,187.5,117.5,52,741,1
79,4,178,122,187.5,187.5,52,1008,1
80,4,187,189,327.5,327.5,52,922,1
81,4,340,324,117.5,117.5,52,817,1
82,4,118,121,117.5,117.5,52,371,1
83,4,118,121,257.5,327.5,52,922,1
84,4,237,313,117.5,257.5,52,688,1
85,4,115,255,257.5,187.5,52,690,1
86,4,246,189,257.5,187.5,52,1041,0
87,4,252,208,257.5,117.5,52,939,1
88,4,258,128,187.5,187.5,52,653,1
89,4,197,184,117.5,327.5,52,797,1
90,4,127,327,117.5,117.5,52,1899,1
91,4,130,107,117.5,327.5,52,652,1
92,4,122,332,117.5,187.5,52,711,1
93,4,122,183,327.5,117.5,52,938,1
94,4,328,121,187.5,117.5,52,729,1
95,4,192,123,327.5,327.5,52,761,1
96,4,332,326,327.5,257.5,52,662,1
97,4,331,237,117.5,257.5,52,680,1
98,4,121,255,327.5,187.5,52,800,1
99,4,320,194,117.5,117.5,52,929,1
100,4,116,117,117.5,117.5,52,420,1
101,4,116,117,117.5,117.5,52,1421,1
102,4,106,109,257.5,327.5,52,958,1
103,4,259,322,187.5,187.5,52,681,1
104,4,180,189,117.5,187.5,52,709,1
105,4,100,189,257.5,327.5,52,691,1
106,4,250,320,187.5,327.5,52,628,1
107,4,188,319,117.5,257.5,52,702,1
108,4,131,264,117.5,187.5,52,690,1
109,4,126,189,187.5,257.5,52,631,1
110,4,188,250,327.5,257.5,52,710,1
111,4,342,249,187.5,257.5,52,769,1
112,4,177,247,257.5,117.5,52,661,1
113,4,251,111,187.5,117.5,52,690,1
114,4,167,115,257.5,327.5,52,728,1
115,4,255,314,117.5,327.5,52,751,1
116,4,107,315,187.5,187.5,52,701,1
117,4,177,185,187.5,327.5,52,998,1
118,4,197,336,187.5,257.5,52,669,1
119,4,200,245,257.5,117.5,52,733,1
120,4,250,126,187.5,117.5,52,670,1
121,4,180,119,117.5,117.5,52,670,1
122,4,117,126,327.5,117.5,52,729,1
123,4,320,121,327.5,257.5,52,1010,1
124,4,323,260,257.5,187.5,52,660,1
125,4,261,199,117.5,327.5,52,751,1
126,4,127,324,117.5,117.5,52,749,1
127,4,120,118,187.5,257.5,52,620,1
128,4,183,253,257.5,117.5,52,721,1
129,4,249,102,117.5,187.5,52,988,1
130,4,128,192,257.5,257.5,52,802,1
131,4,261,274,187.5,327.5,52,890,1
132,4,192,337,327.5,187.5,52,748,1
133,4,331,194,327.5,117.5,52,720,1
134,4,323,117,257.5,257.5,52,810,1
135,4,254,257,187.5,327.5,52,690,1
136,4,178,334,117.5,257.5,52,641,1
137,4,121,259,257.5,187.5,52,889,1
138,4,263,188,187.5,257.5,52,640,1
139,4,196,254,327.5,117.5,52,691,1
140,4,330,127,117.5,117.5,52,1219,1
141,4,125,122,327.5,327.5,52,822,1
142,4,309,328,257.5,327.5,52,860,1
143,4,260,328,117.5,187.5,52,950,1
144,4,117,197,187.5,257.5,52,990,1
145,4,188,259,327.5,257.5,52,978,1
146,4,331,269,187.5,187.5,52,821,1
147,4,200,186,327.5,117.5,52,750,1
148,4,325,120,327.5,117.5,52,460,1
149,4,325,120,187.5,117.5,52,818,1
150,4,167,116,187.5,327.5,52,972,1
151,4,183,340,117.5,327.5,52,651,1
152,4,104,327,187.5,257.5,52,650,1
153,4,183,268,327.5,257.5,52,648,1
154,4,343,263,187.5,117.5,52,822,1
155,4,186,120,117.5,327.5,52,729,1
156,4,129,334,117.5,257.5,52,670,1
157,4,130,272,327.5,257.5,52,629,1
158,4,336,254,327.5,327.5,52,702,1
159,4,320,337,327.5,117.5,52,770,1
